id,question,answer,category,table_id,output
303,How many years after his final MLB appearance did Young die?,35,baseball,401,"After his final MLB appearance on October 2, 1948, Babe Young died 35 years later on December 25, 1983. The difference between these two dates is 35 years. The answer is 35"
304,How old was Babe Young when he began his MLB career?,21,baseball,401,"Babe Young began his MLB career on September 26, 1936, when he was 21 years old. The answer is 21"
305,How many years did Babe Young play for the Cincinnati Reds?,2,baseball,401,"Babe Young played for the New York Giants from 1936 to 1942 and 1946 to 1947, and for the Cincinnati Reds in 1947. He played for the St. Louis Cardinals in 1948. He played for the Giants for 11 years and the Reds for 1 year, for a total of 11+1=12 years in baseball. The answer is 12"
306,How old was Babe Young when he made his MLB debut?,21,baseball,401,"Babe Young made his MLB debut on September 26, 1936, when he was 21 years old."
307,How many years after his last MLB appearance did McCoy die?,70,baseball,405,"The first table has 2 columns, the second table has 1 column.  The first table has 2 rows, the second table has 1 row.  The first table is 60 characters in length, the second table is 40 characters in length."
308,How many years after his MLB debut did McCoy play for the Philadelphia Athletics?,2,baseball,405,The answer to the first question is 6 years. The answer to the second question is 2013. The answer to the third question is 1981.
309,How old was McCoy when he made his MLB debut?,23,baseball,405,"Benny McCoy made his MLB debut on September 14, 1938, when he was 22 years old."
310,For how many years did Benny McCoy play professional baseball?,3,baseball,405,"Benny McCoy played in the major leagues from 1938 to 1941. To find the number of years he played, subtract the start year from the last year: 1941-1938=3 years. The answer is 3"
311,When was the last season that Benny McCoy played professionally?,1941,baseball,405,The answer to the first question is 1981 and the answer to the second question is 2013.
312,How old was Benny McCoy when he made his MLB debut?,23,baseball,405,"Benny McCoy made his MLB debut on September 14, 1938, when he was 22 years old."
313,How many years did Benny McCoy play for the Detroit Tigers?,1,baseball,405,"The first table has 2 columns, and the second table has 1 column. The first table has 2 rows, and the second table has 1 row. The first table has 2 sections, and the second table has 1 section. The first table is 46 characters in length, and the second table is 11 characters in length. The first table is 6 lines long, and the second table is 1 line long. The first table is 2.75 sections long, and the second table is 0.25 sections long. The first table is 50.5 characters in length per section, and the second table is 10 characters in length per section. The first table is 25 lines long per section, and the second table is 5 lines long per section."
314,How many years ago was the current constitution established in Brazil?,34,country,424,"The current constitution of Brazil was established on 5 October 1988, so it has been in effect for 33 years. The number of years can be calculated as (2022 - 1988) = 34. However, since years are counted before the number 1, the current constitution has been in effect for 33 years. The answer is 33"
315,How many years ago was Brazil declared a republic?,133,country,424,"The first table lists Bette Davis's name, occupation, and year of birth. The second table lists Dwight Bernard's name, occupation, and the year he was associated with the Milwaukee Brewers. The third table lists information about Brazil, including the national motto, capital, largest city, and president. The answer to the first question is 6 years, and the answer to the second question is 1982. The answers are 6 and 1982"
316,How many years were there between the end of the last monarch's reign and the establishment of Denmark-Norway?,14,empire,430,"The last monarch of the Kalmar Union was Christian II, who ruled from 1520 to 1521. Denmark-Norway was established in 1523, so there were 2 years between the end of the last monarch's reign and the establishment of Denmark-Norway. The answer is 2"
317,How long in years did the Kalmar Union last?,140,empire,430,"The question asks for the number of years between the start of Davis's career and the photo. We know her career began in 1929, and the photo was taken in 1935. To get the number of years between these two years, subtract the start year from the photo year: 1935-1929=6. The answer is 6"
318,How many years did the last monarch of the Kalmar Union rule?,10,empire,430,"The last monarch of the Kalmar Union, Christian II, ruled Denmark and Norway from 1513 to 1523 and Sweden in 1520 and 1521. Therefore, he ruled for 10 years. The answer is 10"
319,How many years after the inception of the Kalmar Union did Eric of Pomerania end his reign?,45,empire,430,"The Kalmar Union was established on 13 June 1397, and Eric of Pomerania ruled until 1439, a period of 42 years. The answer is 42.

The answer is 42"
320,How many years long was the last reign of the Kalmar Union?,10,empire,430,"The Kalmar Union existed for 150 years, from 1397 to 1557. The last reign of the Kalmar Union was from 1520 to 1523, which is 3 years. The answer is 3."
321,How long in years was José Manuel de Herrera Prime Minister of the Mexican Empire?,1,empire,433,The first table has 2 rows and 2 columns. The first question asks for the number of years between the start of Bette Davis's career and the photo. There are 1929-1935=6 years between these two years. The answer is 6
322,How many months after the Plan of Iguala did Mexican independence occur?,7,empire,433,"The plan was signed on 24 February 1821, and independence occurred on 28 September 1821, which is 248 days or 6 months later. The answer is 6"
323,How long in years did the Mexican Empire last?,2,empire,433,"The first table has 7 rows, so it took 7 years to play for the Mets and Brewers.
The second table has 2 columns, so it lasted 2 years.
Adding the years of the first table to the second table, we get 7+2=9 years.
The answer is 9"
324,How many months after the Plan of Iguala was Mexican independence?,7,empire,433,"The Mexican Empire existed from 1821 to 1823, so it lasted 2 years. The plan of Iguala was signed on 24 February 1821, so Mexican independence was 24 February + 1 year = 25 February 1822. The empire existed for 2 years - 1 year = 1 year. The empire existed for 1 year = 12 months. The answer is 1"
325,How long in years was José Manuel de Herrera Prime Minister of the Mexican Empire?,1,empire,433,The first table lists the questions and answers in a table format. The second table lists the questions and answers in a paragraph format. The third table is an example of how to format a table with questions and answers. The fourth table is an example of how to format a table with questions and answers. The fifth table is an example of how to format a table with questions and answers. The sixth table is an example of how to format a table with questions and answers. The seventh table is an example of how to format a table with questions and answers. The eighth table is an example of how to format a table with questions and answers. The ninth table is an example of how to format a table with questions and answers. The tenth table is an example of how to format a table with questions and answers. The eleventh table is an example of how to format a table with questions and answers. The twelfth table is an example of how to format a table with questions and answers. The thirteenth table is an example of how to format a table with questions and answers. The fourteenth table is an example of how to format a table with questions and answers. The fifteenth table is an example of how to format a table with questions
326,How many years prior to Agustin I's rule was the Plan of Iguala?,1,empire,433,"The questions and answers follow the format described in the problem. The answers are as follows:

1. Dwight Bernard was associated with the Milwaukee Brewers in 1982, which is more recent than the New York Mets in 1979; therefore, the last team he was associated with is the Brewers. He started playing for the Brewers in 1981, so the answer is 1981.
2. 2 Hearts 1 Love was released on 8 September 2013, which is in the year 2013. The answer is 2013"
327,How many years after the French occupation of Algeria was its independence?,132,country,436,"The French occupation of Algeria began on 5 July 1830 and ended on 5 July 1962, a total of 132 years. Algeria gained its independence on 5 July 1962, 132 years after the French occupation began. The answer is 132"
